Study_Hours,Attendance,Math_Score,Science_Score,Pass_Fail
5.745156066221912,77.59506025536011,100.0,85.25861026637031,1.0
4.182327247645249,87.62733858914409,75.5921475186283,62.948402567676546,1.0
6.195630397911645,77.88193366364483,100.0,76.10564560431561,1.0
9.597617861010397,84.66045072587806,100.0,86.25321778526079,1.0
3.9865385084920133,86.33537013925773,74.34952514288554,70.70215094689013,1.0
3.986571233670779,82.10006784055754,83.5874010417719,90.88209781121259,1.0
9.87105174705607,88.72752226697925,100.0,84.10182138262618,1.0
6.577911965962567,84.15784751061774,100.0,86.4302153610525,1.0
3.5440240081639787,78.74148877539055,78.793159927334,60.90292156044451,1.0
5.87837299324819,95.14609200897635,95.16904956496874,90.5454732165287,1.0
3.5547728084135435,54.23886105422925,97.66628961863253,82.39893317871486,1.0
3.5506657574521694,68.00688984011029,66.29364797739653,71.91408897373105,1.0
5.058050517205533,85.90475063280726,93.78618946286095,91.72425996263378,1.0
1.7217821319916264,96.07083636891977,52.40951107355598,58.712078376011405,1.0
1.8918233202612178,73.01439178233295,79.38695779081269,66.41317681332588,1.0
3.3833158028394976,79.84065963921601,81.62252109165111,74.74124419511946,1.0
2.700898349838071,64.17205624122666,74.99287880760771,64.44131871651663,1.0
5.24420504648626,87.71773787893324,100.0,95.17072784169048,1.0
2.846209082158917,89.45984983518201,72.80625985075933,75.46620378226768,1.0
2.2118917599154013,86.31599020261986,89.24709714814296,77.364842494986,1.0
9.326169604874384,81.85659986794408,100.0,74.67536973497378,1.0
4.003271291486994,91.56822598505516,86.34633236369528,89.42317625336112,1.0
4.635592869830878,81.7385145137378,100.0,91.0026945573332,1.0
2.1981715625994505,81.8761105534876,69.35201122321364,62.36570940236572,1.0
3.4137405914845704,80.07901876423131,68.23623985627705,68.12415843706957,1.0
4.7372713000851165,82.24975821323413,94.45490424256515,83.16727506244266,1.0
2.5206157358211763,70.10042694115027,70.76739346758268,74.10620422529372,1.0
5.4078359801845295,67.21189742835102,95.71494276909695,65.00459756959785,1.0
3.3190568294093845,55.57063703694672,75.40268598686374,60.71847986608651,1.0
3.8734792149072192,64.03357450621168,100.0,95.59915102507185,1.0
3.317285055061695,81.46704718550258,87.02751227717498,81.7182552588615,1.0
11.315111036551686,80.85771604396929,100.0,100.0,1.0
4.451545715356664,53.097648002076255,84.8989799221259,60.274358800595664,1.0
2.6409654089553656,64.80728850316106,64.77831663308737,66.88385307130126,1.0
6.761687276672524,68.09991744133362,96.19664681891277,89.05543164913632,1.0
2.4341026693785444,72.23025020217692,62.878794393062975,45.007377832948784,1.0
4.975031973889559,61.445855404821245,100.0,79.92515276469958,1.0
1.682305102957155,67.99449383620689,56.13913876691016,52.04406306252582,1.0
2.3069054065399524,75.18443052368472,78.01615719584517,56.69174791168932,1.0
4.945265320509677,88.2247322623119,90.98870731155102,79.14022295838458,1.0
6.483323664106026,58.85415008291319,83.53959363386349,77.23401068651593,1.0
4.882630641952127,82.91769341321056,94.64290534531477,79.70618794816454,1.0
4.229889453557273,44.12814619922565,84.49231814335293,69.90731718558439,1.0
3.8552974061792726,74.57598191561388,89.81743656846182,79.78236424286726,1.0
2.139857000952559,93.02768653333999,45.6872603086987,50.48947223364695,1.0
3.127011936804129,43.86040673506049,60.86219386125536,45.73416085768742,1.0
3.5597154593478226,74.27435969266331,91.59374418549349,84.24100466744929,1.0
7.603138428040757,89.49930238319995,98.64384105607044,74.25427912368136,1.0
5.321786976464775,89.6572071714674,98.7954961881628,87.15699387407291,1.0
1.8561044733840515,57.122658494305654,51.14970197455651,58.31321380519539,1.0
5.270061249055469,82.98156923594513,100.0,83.0173278484593,1.0
3.6967677611533887,77.16188959761007,92.90453052281158,74.64697951347189,1.0
3.194846362590071,62.15469069202935,84.30563202416569,77.24900966552487,1.0
6.085069478810694,63.79653600007772,100.0,84.0667612847126,1.0
7.504476890931506,73.87479574576703,100.0,90.73853740560887,1.0
7.139480820971915,84.08385938297451,92.7150245420878,82.02527694161854,1.0
2.9458318481449917,81.03848405391581,70.33455912260247,46.335548590595444,1.0
3.839698362470719,60.63549885812797,90.3483995921966,84.8102867695688,1.0
5.289013347432122,43.08705456046769,97.17588476613797,93.20074130821631,1.0
7.299257010282984,78.87980333985945,97.026064993119,93.96653421784546,1.0
3.5268773677192584,82.04352567652063,75.79799635422427,41.156440782703044,1.0
4.0843823267121895,92.21270039122787,82.87643573394809,80.06475079205376,1.0
2.5775324150706673,49.97279253811343,53.7782556946745,43.90537100929446,1.0
2.4642726376809465,63.321197390940384,58.18305030930782,44.718424665809884,1.0
6.7278990035640245,88.73120108419815,91.32810493657878,82.65777096555097,1.0
8.829690952490477,88.73969141053276,100.0,86.5563599229088,1.0
4.323195981267942,95.33203087742473,94.43548668314978,89.2405092879285,1.0
7.40212002427021,55.402562236239206,100.0,81.53315396169147,1.0
5.369946858759288,84.08589036913068,90.66574171086482,71.31670041631969,1.0
3.246054058052084,82.29979327516645,76.18546693951713,65.17697129875151,1.0
5.369301377481934,94.340973758864,99.35777840229947,82.5149711827823,1.0
